Name,Ownership Type,Phone Number,Address,City,County,Zip,Coordinates,State,Image,Regular hours,Saturday Openint TImes,Sunday Opening Times,24-Hour Service,Starbucks Reserve-Clover Brewed,Oven-Warmed Food,Free Wi-Fi,Verismo System,Mobile Payment,Digital Rewards,La Boulange,Fizzio Handcrafted Sodas,Drive-Thru,Link
"Artesia & Prairie, Torrance",Company Owned,310-371-4442,"3931 W. Artesia Blvd., 905043210  Los Angeles County, California",Torrance - Los Angeles County,Los Angeles County,905043210,"33.873005,-118.343002",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.873005,-118.343002&fov=90&heading=235&pitch=10",5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9189/us
"Artesia & Western, Gardena",Company Owned,310-771-0524,"1759 W. Artesia Blvd., 902483220  Los Angeles County, California",Gardena - Los Angeles County,Los Angeles County,902483220,"33.873155,-118.308849",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.873155,-118.308849&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 10:30 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16041/us
"Atlantic & Imperial, Lynwood",Company Owned,310-764-4969,"10925 Atlantic Avenue, 902622310  Los Angeles County, California",Lynwood - Los Angeles County,Los Angeles County,902622310,"33.932017,-118.183349",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.932017,-118.183349&fov=90&heading=235&pitch=10",4:30 AM to 12:30 AM,4:30 AM to 12:30 AM,6:00 AM to 12:30 AM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/11224/us
"Atlantic & Valley, Alhambra",Company Owned,626-289-7624,"1410 South Atlantic Blvd., 918033101  Los Angeles County, California",Alhambra - Los Angeles County,Los Angeles County,918033101,"34.077117,-118.134113",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.077117,-118.134113&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,4:30 AM to 12:30 AM,4:30 AM to 11:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/17031/us
Atlantic & Washington,Company Owned,323-981-0029,"5201 E. Washington Blvd, 900403918  Los Angeles County, California",Commerce - Los Angeles County,Los Angeles County,900403918,"34.003004,-118.167135",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.003004,-118.167135&fov=90&heading=235&pitch=10",4:00 AM to 10:00 PM,4:00 AM to 10:30 PM,5:00 AM to 10:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/11280/us
Atlantic Square,Company Owned,(323) 888-2382,"2100 South Atlantic Blvd., 917546802  Los Angeles County, California",Monterey Park - Los Angeles County,Los Angeles County,917546802,"34.038379,-118.144542",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.038379,-118.144542&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,4:30 AM to 11:30 PM,5:30 AM to 11:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12037/us
"Avalon & 91 Fwy, Carson",Company Owned,(310) 516-6449,"335 East Albertoni Street, 907461425  Los Angeles County, California",Carson - Los Angeles County,Los Angeles County,907461425,"33.871835,-118.270445",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.871835,-118.270445&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/7115/us
"Avalon & Dominguez, Carson",Company Owned,310-769-5849,"20810 Avalon Boulevard, 907463333  Los Angeles County, California",Carson - Los Angeles County,Los Angeles County,907463333,"33.841631,-118.262325",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.841631,-118.262325&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/11237/us
"Ave S & 47th Street East, Palmdale",Company Owned,661-533-1241,"4631 East Avenue S, 935524417  Los Angeles County, California",Palmdale - Los Angeles County,Los Angeles County,935524417,"34.558252,-118.046611",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.558252,-118.046611&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,5:30 AM to 10:30 PM,5:30 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/6677/us
Avenue K & 10th Street West,Company Owned,661-726-5040,"855 West Ave. K, 935346021  Los Angeles County, California",Lancaster - Los Angeles County,Los Angeles County,935346021,"34.6750640869141,-118.147651672363",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.6750640869141,-118.147651672363&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1005687/us
"Avenue K & 20th St. West, Lancaster",Company Owned,661-726-4678,"2062 West Avenue K, 935365216  Los Angeles County, California",Lancaster - Los Angeles County,Los Angeles County,935365216,"34.674734,-118.167826",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.674734,-118.167826&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,5:00 AM to 10:30 PM,5:00 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/13799/us
"Avenue of the Peninsula, Rolling Hi",Company Owned,310-265-8071,"550 Deep Valley Drive, 902747617  Los Angeles County, California",Rolling Hills - Los Angeles County,Los Angeles County,902747617,"33.772523,-118.372996",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.772523,-118.372996&fov=90&heading=235&pitch=10",5:30 AM to 9:00 PM,6:30 AM to 10:30 PM,6:30 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9098/us
"Avenue P & Highway 14, Palmdal",Company Owned,661-540-0881,"39570 Lowes Drive, 935513754  Los Angeles County, California",Palmdale - Los Angeles County,Los Angeles County,935513754,"34.601203918457,-118.143417358398",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.601203918457,-118.143417358398&fov=90&heading=235&pitch=10",4:00 AM to 11:00 PM,4:00 AM to 12:00 AM,4:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/15034/us
"Azusa & Amar, West Covina",Company Owned,626-964-5145,"2320 S. Azusa Avenue, 917921511  Los Angeles County, California",West Covina - Los Angeles County,Los Angeles County,917921511,"34.035340492178,-117.91187234143",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.035340492178,-117.91187234143&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,6:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/10563/us
"Balboa & Knollwood, Granada Hills",Company Owned,818-360-9659,"11850 Balboa Boulevard, 913442753  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913442753,"34.285458,-118.50194",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.285458,-118.50194&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,4:30 AM to 10:30 PM,5:00 AM to 10:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18135/us
Baldwin Park & Francisquito,Company Owned,626-338-1321,"3133 Baldwin Park Blvd, 917064783  Los Angeles County, California",Baldwin Park - Los Angeles County,Los Angeles County,917064783,"34.07027,-117.97935",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.07027,-117.97935&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/10028/us
BARNES AND NOBLE @ CAL STATE UNIV L,Licensed,323-343-5370,"5151 State University Drive, 900324226  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900324226,"34.080524,-118.152199",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.080524,-118.152199&fov=90&heading=235&pitch=10",7:00 AM to 9:00 PM,7:00 AM to 5:00 PM,Closed,No,No,No,Yes,No,No,No,Yes,No,No,http://www.starbucks.com/store/10894/us
"Barranca & I-10, West Covina",Company Owned,626-966-5841,"101 N. Barranca, 917911629  Los Angeles County, California",West Covina - Los Angeles County,Los Angeles County,917911629,"34.072436,-117.881852",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.072436,-117.881852&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,5:00 AM to 11:30 PM,5:30 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/18308/us
"Bellflower & Spring, Long Beach",Company Owned,562-420-1317,"2890 N Bellflower Blvd, 908151125  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,908151125,"33.808583,-118.124935",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.808583,-118.124935&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,4:30 AM to 12:00 AM,4:30 AM to 11:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/14914/us
Bellflower & Stearns,Company Owned,562-430-2460,"5501 East Stearns Street, 908153125  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,908153125,"33.7960205078125,-118.124862670898",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.7960205078125,-118.124862670898&fov=90&heading=235&pitch=10",4:15 AM to 10:00 PM,4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/91315/us
Belmont Shores,Company Owned,562-987-5043,"5251 E 2nd Street, 908035327  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,908035327,"33.759873,-118.133773",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.759873,-118.133773&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,4:15 AM to 12:00 AM,4:15 AM to 11:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11712/us
Beverly & Detroit,Company Owned,(323) 939-1793,"7122 Beverly Boulevard, 900362569  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900362569,"34.07597,-118.344996",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.07597,-118.344996&fov=90&heading=235&pitch=10",5:30 AM to 8:30 PM,6:00 AM to 8:30 PM,6:00 AM to 8:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13336/us
"Beverly & Norwalk, Whittier",Company Owned,562-463-0192,"5403 Norwalk Blvd, 906012588  Los Angeles County, California",Whittier - Los Angeles County,Los Angeles County,906012588,"33.998614,-118.055755",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.998614,-118.055755&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:00 AM to 11:00 PM,5:30 AM to 10:30 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12432/us
"Beverly & Robertson, W. Hollywood",Company Owned,310-659-7370,"164 N. Robertson, 900483109  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900483109,"34.076993,-118.383543",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.076993,-118.383543&fov=90&heading=235&pitch=10",4:00 AM to 12:30 AM,4:00 AM to 12:30 AM,4:00 AM to 12:30 AM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15639/us
"Beverly and Montebello, Montebello",Company Owned,323-721-5110,"800 W. Beverly Blvd., 906404213  Los Angeles County, California",Montebello - Los Angeles County,Los Angeles County,906404213,"34.018776,-118.107089",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.018776,-118.107089&fov=90&heading=235&pitch=10",5:00 AM to 11:30 PM,5:00 AM to 11:30 PM,6:00 AM to 11:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14130/us
Beverly Drive,Company Owned,(310) 271-1692,"428 North Beverly Drive, 902104602  Los Angeles County, California",Beverly Hills - Los Angeles County,Los Angeles County,902104602,"34.070585,-118.402375",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.070585,-118.402375&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9033/us
Beverly Hills Triangle,Company Owned,(310) 552-3133,"9811 S. Santa Monica Blvd, 902103115  Los Angeles County, California",Beverly Hills - Los Angeles County,Los Angeles County,902103115,"34.066775,-118.410124",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.066775,-118.410124&fov=90&heading=235&pitch=10",4:30 AM to 9:00 PM,4:30 AM to 9:00 PM,5:30 AM to 8:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13341/us
"Bonita & San Dimas, San Dimas",Company Owned,909-592-2791,"114 E. Bonita Avenue, 917733003  Los Angeles County, California",San Dimas - Los Angeles County,Los Angeles County,917733003,"34.106478,-117.806452",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.106478,-117.806452&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13430/us
"Bouquet Canyon & Haskell Canyon, Sa",Company Owned,(661) 263-9681,"27667 Bouquet Canyon Road, 913501793  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913501793,"34.443365,-118.510597",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.443365,-118.510597&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8150/us
"Bouquet Canyon & Newhall Ranch, San",Company Owned,661-263-8087,"26441 Bouquet Canyon Road, 913502396  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913502396,"34.426012,-118.5388",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.426012,-118.5388&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:30 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16123/us
Brentwood,Company Owned,(310) 207-4202,"11707 San Vicente Blvd, 900496628  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900496628,"34.053728,-118.466123",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.053728,-118.466123&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,4:30 AM to 10:30 PM,4:30 AM to 10:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15249/us
Brentwood Village Court,Company Owned,(310) 472-7119,"11700 Barrington Court, 900492930  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900492930,"34.064485,-118.4694",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.064485,-118.4694&fov=90&heading=235&pitch=10",4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14830/us
Bristol Farms - Santa Monica,Licensed,310-829-3137,"3105 Wilshire Blvd, 90403  Los Angeles County, California",Santa Monica - Los Angeles County,Los Angeles County,90403,"34.0398635864258,-118.472717285156",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0398635864258,-118.472717285156&fov=90&heading=235&pitch=10",6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,Yes,Yes,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/1005572/us
Broadway & Lincoln,Company Owned,310-395-1051,"1447 Lincoln Blvd., 90401  Los Angeles County, California",Santa Monica - Los Angeles County,Los Angeles County,90401,"34.0183181762695,-118.489776611328",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0183181762695,-118.489776611328&fov=90&heading=235&pitch=10",5:00 AM to 8:30 PM,6:00 AM to 8:30 PM,6:00 AM to 8:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/92685/us
Broxton & Weyburn - Westwood,Company Owned,310-209-1626,"10955 West Weyburn, 900242811  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900242811,"34.062525,-118.447325",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.062525,-118.447325&fov=90&heading=235&pitch=10",12:00 AM to 12:00 AM,12:00 AM to 12:00 AM,12:00 AM to 12:00 AM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13351/us
"Burbank & Van Nuys, Van Nuys",Company Owned,818-779-0347,"14431 Burbank Blvd, 914014825  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,914014825,"34.17252,-118.447483",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.17252,-118.447483&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,5:00 AM to 11:00 PM,5:30 AM to 10:30 PM,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,http://www.starbucks.com/store/17685/us
"Cahuenga & Barham, Los Angeles",Company Owned,323-876-8032,"3242 West Cahuenga Blvd., 900681302  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900681302,"34.129638,-118.348506",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.129638,-118.348506&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/6941/us
Cal Poly Pomona Library,Licensed,909-869-4744,"3801 West Temple Ave, 917682557  Los Angeles County, California",Pomona - Los Angeles County,Los Angeles County,917682557,"34.049756,-117.815724",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.049756,-117.815724&fov=90&heading=235&pitch=10",7:00 AM to 10:00 PM,10:00 AM to 6:00 PM,12:00 PM to 9:00 PM,No,No,No,Yes,No,No,No,Yes,No,No,http://www.starbucks.com/store/18676/us
Calabasas Rd & Park Granada,Company Owned,818-591-8067,"4776 Commons Way, 913023366  Los Angeles County, California",Calabasas - Los Angeles County,Los Angeles County,913023366,"34.1551,-118.642934",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1551,-118.642934&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:30 PM,5:00 AM to 10:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15434/us
